6.103514739	2
8.344716553	2
8.534716553	3
8.912902494	4
9.137687075	1
10.585918367	1
11.752766440	2
12.116507937	2
14.380340136	2
14.564671202	3
14.933197279	4
15.126122449	1
16.617596372	5
18.132607710	4
18.321428571	3
18.944126984	2
19.332199546	1
19.690385488	3
19.941065760	4
20.025578231	2
20.086167800	3
20.284489796	2
20.461043084	3
20.824943311	4
21.002517007	5
21.169410431	4
21.578390023	3
21.781428571	2
22.114784580	2
22.291065760	3
22.471111111	4
22.698435374	4
23.046780045	5
23.247891156	5
23.794829932	1
24.158571429	2
24.512267574	3
24.738752834	3
25.252176871	3
25.651473923	4
26.030702948	3
26.219591837	3
26.759410431	3
27.157755102	4
27.515578231	3
27.710226757	3
28.257256236	2
28.665102041	1
28.821111111	2
29.032947846	3
29.214875283	4
29.414172336	3
29.589319728	4
29.773310658	5
29.965600907	4
30.158117914	5
30.331269841	5
30.536961451	5
31.246848073	2
33.499523810	2
33.666054422	3
34.026780045	4
34.245759637	2
35.768752834	2
36.870158730	2
37.242154195	3
39.516281179	3
39.665102041	4
40.040521542	5
40.236303855	4
