1.340952381	1
1.513650794	1
1.874285714	2
2.059319728	2
2.414149660	1
2.590476190	1
2.788571429	1
2.969251701	1
3.147755102	1
3.317551020	1
3.491700680	1
3.683265306	1
3.870476190	1
4.048979592	1
4.229659864	1
4.416870748	1
4.584489796	1
4.776054422	1
4.952380952	1
5.030748299	1
5.137414966	1
5.307210884	1
5.672925170	2
5.871020408	2
6.049523810	2
6.415238095	3
6.585034014	3
6.778775510	3
7.118367347	3
7.309931973	3
7.492789116	3
7.845442177	2
7.941224490	2
8.045714286	2
8.222040816	2
8.304761905	2
8.400544218	2
8.579047619	2
8.744489796	2
8.944761905	2
9.652244898	1
10.017959184	2
10.200816327	2
10.383673469	2
10.736326531	3
11.112925170	4
11.280544218	4
11.467755102	4
11.826938776	3
12.190476190	3
12.377687075	3
12.554013605	3
12.725986395	3
13.276734694	3
13.633741497	2
13.807891156	2
14.005986395	2
14.352108844	2
14.717823129	1
15.079183673	1
15.272925170	1
15.610340136	1
15.982585034	2
16.158911565	2
16.518095238	3
16.605170068	3
16.879455782	3
16.955646259	3
17.249523810	4
17.336598639	4
17.789387755	3
17.972244898	3
18.333605442	2
18.409795918	2
18.516462585	2
18.603537415	2
18.679727891	2
18.775510204	2
18.960544218	2
19.054149660	2
19.226122449	2
19.422040816	2
19.774693878	3
20.131700680	2
20.321088435	2
20.499591837	2
20.678095238	2
20.754285714	2
21.032925170	1
21.128707483	1
21.231020408	1
21.409523810	1
21.579319728	1
21.762176871	1
21.940680272	1
22.108299320	1
22.206258503	1
22.299863946	1
22.476190476	1
22.552380952	1
22.663401361	1
22.837551020	1
23.026938776	1
23.207619048	1
23.388299320	1
23.747482993	2
23.934693878	2
24.126258503	2
24.481088435	3
24.846802721	4
25.197278912	5
25.375782313	5
25.469387755	5
25.549931973	5
25.743673469	5
26.102857143	4
26.285714286	4
26.448979592	4
26.821224490	5
27.197823129	4
27.557006803	4
27.726802721	4
28.075102041	5
28.436462585	4
28.523537415	4
28.819591837	3
28.993741497	3
29.078639456	3
29.176598639	3
29.254965986	3
29.352925170	3
29.442176871	3
29.529251701	3
29.609795918	3
29.707755102	3
29.799183673	3
29.886258503	3
29.960272109	3
30.071292517	3
30.147482993	3
30.256326531	3
30.332517007	3
30.430476190	3
30.508843537	3
30.600272109	3
30.689523810	3
30.807074830	3
30.885442177	3
30.968163265	3
31.061768707	3
31.508027211	2
31.599455782	2
32.058775510	1
32.141496599	1
32.428843537	2
32.785850340	2
32.877278912	2
32.960000000	2
33.053605442	2
33.504217687	3
33.582585034	3
33.687074830	3
33.763265306	3
33.865578231	3
33.939591837	3
34.226938776	2
34.314013605	2
34.407619048	2
34.499047619	2
34.956190476	1
35.051972789	1
35.674557823	3
35.759455782	3
36.033741497	4
36.220952381	4
36.395102041	4
36.488707483	4
36.577959184	4
36.649795918	4
36.767346939	4
36.839183673	4
36.952380952	4
37.026394558	4
37.300680272	3
37.398639456	3
37.483537415	3
37.844897959	2
37.927619048	2
38.206258503	3
38.561088435	3
38.656870748	3
38.933333333	4
39.114013605	4
39.288163265	4
39.373061224	4
39.457959184	4
39.553741497	4
39.629931973	4
39.738775510	4
39.841088435	4
39.915102041	4
40.015238095	4
40.095782313	4
40.561632653	5
40.653061224	5
40.909931973	5
41.016598639	5
41.101496599	5
41.171156463	5
41.275646259	5
41.367074830	5
41.724081633	5
42.085442177	4
42.361904762	3
42.431564626	3
42.705850340	3
42.814693878	3
43.445986395	4
43.530884354	4
43.633197279	4
43.724625850	4
43.802993197	4
43.890068027	4
44.168707483	3
44.251428571	3
44.360272109	3
44.434285714	3
44.540952381	3
44.617142857	3
44.891428571	4
44.978503401	4
45.252789116	4
45.333333333	4
45.424761905	4
45.524897959	4
45.605442177	4
45.696870748	4
45.968979592	4
46.058231293	4
46.151836735	4
46.247619048	4
46.336870748	4
46.423945578	4
46.696054422	3
46.791836735	3
47.044353741	4
47.155374150	4
47.407891156	4
47.512380952	4
47.773605442	3
47.858503401	3
47.949931973	3
48.034829932	3
48.148027211	3
48.239455782	3
48.522448980	2
48.594285714	2
48.674829932	2
48.862040816	2
48.936054422	2
49.219047619	1
49.310476190	1
49.401904762	1
49.488979592	1
49.593469388	1
49.678367347	1
49.776326531	1
49.856870748	1
49.954829932	1
50.031020408	1
50.122448980	1
50.205170068	1
50.296598639	1
50.390204082	1
50.492517007	1
50.649251701	1
51.034557823	1
51.213061224	1
51.563537415	1
51.742040816	1
