4.240544218	3
4.345034014	3
4.484353741	3
4.588843537	3
6.621519274	4
6.721814059	4
6.836077098	4
6.939863946	4
8.996439909	5
9.116054422	5
9.222335601	5
9.319047619	5
11.981496599	3
12.481836735	3
13.107528345	3
13.716621315	2
14.082040816	2
14.245147392	2
14.869977324	3
15.298979592	3
15.453106576	3
16.641473923	4
17.223151927	4
17.781451247	4
18.421496599	5
18.855215420	4
18.983605442	4
19.583696145	3
20.013492063	4
20.117913832	4
21.365532880	3
21.917641723	2
22.344671202	3
22.517959184	3
23.087437642	2
23.492721088	1
23.690498866	1
23.817210884	1
23.973605442	1
24.532517007	2
24.859319728	2
25.490634921	3
25.912335601	2
26.062902494	2
26.252607710	2
26.389455782	2
26.932086168	3
27.246303855	3
27.846666667	4
28.286077098	4
28.422902494	4
29.013696145	5
29.387641723	5
29.574580499	5
30.766167800	3
31.345102041	2
31.784399093	3
31.955034014	3
32.503877551	4
32.958412698	4
33.100975057	4
33.236780045	4
33.403514739	4
33.995827664	3
34.295850340	3
34.869478458	2
35.337573696	2
35.478344671	2
35.602675737	2
35.749092971	2
36.115668934	2
36.322925170	2
36.613786848	2
37.211564626	3
37.709002268	4
37.841972789	4
38.410136054	3
38.904263039	4
39.031043084	4
41.939909297	3
42.048435374	3
42.152925170	3
42.248707483	3
44.286258503	3
44.399455782	3
44.486530612	3
44.617142857	3
46.645986395	3
46.776598639	3
46.854965986	3
46.968163265	3
47.542857143	2
47.647346939	2
47.777959184	2
48.056598639	2
48.169795918	2
48.361360544	2
48.709659864	2
48.796734694	2
48.909931973	2
49.118911565	2
49.223401361	2
49.406258503	2
49.502040816	2
49.920000000	3
50.233469388	3
50.503401361	3
51.165170068	3
51.356734694	3
51.661496599	3
51.792108844	3
54.900680272	4
55.231564626	4
55.545034014	4
56.180680272	4
56.398367347	4
56.772789116	4
57.417142857	3
57.739319728	3
58.340136054	2
58.932244898	2
59.576598639	3
60.813061224	3
62.101768707	3
64.600816327	4
65.785034014	4
67.091156463	4
74.570884354	5
75.850884354	5
77.104761905	5
79.558253968	4
80.824104308	4
82.110294785	4
84.549659864	5
85.829659864	5
87.074829932	5
89.634829932	1
90.888707483	2
91.498231293	3
91.689795918	3
93.361632653	3
94.589387755	3
95.878095238	3
97.140680272	4
97.767619048	4
98.081088435	4
98.690612245	4
99.326258503	4
99.970612245	4
100.614965986	4
101.215782313	4
101.520544218	4
